Fasciaeta,ID Film,Voto Massimo,Voto Minimo
45-54,3737,5,1
45-54,3738,5,3
45-54,3739,5,1
45-54,3740,5,1
45-54,3741,5,1
45-54,3742,5,1
45-54,3743,5,1
45-54,3744,5,1
45-54,3745,5,1
45-54,3746,5,1
45-54,3747,5,1
45-54,3748,4,4
45-54,3749,3,3
45-54,3751,5,1
45-54,3752,5,1
45-54,3753,5,1
45-54,3754,5,1
45-54,3755,5,1
45-54,3756,4,3
45-54,3757,3,1
45-54,3758,5,1
45-54,3759,4,1
45-54,3760,5,1
45-54,3761,4,2
45-54,3763,5,1
45-54,3764,5,1
45-54,3765,4,2
45-54,3766,4,1
45-54,3767,4,1
45-54,3768,3,1
45-54,3769,5,2
45-54,3770,5,1
45-54,3771,4,1
45-54,3772,1,1
45-54,3773,5,1
45-54,3774,3,1
45-54,3775,4,1
45-54,3776,4,1
45-54,3777,1,1
45-54,3778,4,1
45-54,3779,3,3
45-54,3780,4,1
45-54,3781,4,1
45-54,3782,3,2
45-54,3783,5,1
45-54,3784,5,1
45-54,3785,5,1
45-54,3786,5,1
45-54,3787,5,3
45-54,3788,5,2
45-54,3789,5,3
45-54,3790,5,1
45-54,3791,5,1
45-54,3792,4,1
45-54,3793,5,1
45-54,3794,5,1
45-54,3795,5,1
45-54,3796,4,1
45-54,3797,4,1
45-54,3798,5,1
45-54,3799,4,1
45-54,3801,5,2
45-54,3802,5,1
45-54,3803,4,3
45-54,3804,4,1
45-54,3805,3,1
45-54,3806,4,1
45-54,3807,4,1
45-54,3808,5,4
45-54,3809,5,1
45-54,3810,5,2
45-54,3811,5,3
45-54,3812,5,1
45-54,3813,5,3
45-54,3814,5,3
45-54,3816,5,3
45-54,3817,3,2
45-54,3818,5,1
45-54,3819,5,2
45-54,3820,2,1
45-54,3821,5,1
45-54,3822,5,1
45-54,3823,5,1
45-54,3824,4,1
45-54,3825,5,1
45-54,3826,5,1
45-54,3827,5,1
45-54,3828,1,1
45-54,3830,4,1
45-54,3831,5,1
45-54,3832,4,3
45-54,3833,4,1
45-54,3834,4,1
45-54,3835,5,1
45-54,3836,5,2
45-54,3837,4,1
45-54,3838,5,1
45-54,3839,5,1
45-54,3840,5,1
45-54,3841,5,1
45-54,3842,3,3
45-54,3843,5,1
45-54,3844,5,1
45-54,3845,4,3
45-54,3846,5,2
45-54,3847,5,1
45-54,3848,4,2
45-54,3849,5,1
45-54,3850,2,1
45-54,3851,5,3
45-54,3852,5,1
45-54,3853,5,3
45-54,3854,5,1
45-54,3855,5,1
45-54,3857,4,2
45-54,3858,5,2
45-54,3859,5,2
45-54,3860,4,3
45-54,3861,5,1
45-54,3862,5,4
45-54,3863,5,1
45-54,3864,5,1
45-54,3865,5,1
45-54,3866,5,2
45-54,3867,5,2
45-54,3868,5,1
45-54,3869,5,1
45-54,3870,5,2
45-54,3871,5,1
45-54,3872,5,1
45-54,3873,5,1
45-54,3874,4,2
45-54,3876,2,2
45-54,3877,5,1
45-54,3878,3,3
45-54,3879,4,1
45-54,3880,4,1
45-54,3882,5,1
45-54,3883,3,2
45-54,3884,4,1
45-54,3885,5,1
45-54,3886,5,2
45-54,3887,3,2
45-54,3888,5,5
45-54,3889,4,1
45-54,3891,2,2
45-54,3892,1,1
45-54,3893,5,1
45-54,3894,5,1
45-54,3895,4,1
45-54,3896,5,1
45-54,3897,5,1
45-54,3898,4,2
45-54,3899,1,1
45-54,3900,4,2
45-54,3901,5,1
45-54,3902,3,2
45-54,3903,5,2
45-54,3905,5,3
45-54,3906,5,2
45-54,3908,5,1
45-54,3909,5,1
45-54,3910,5,1
45-54,3911,5,2
45-54,3912,4,1
45-54,3913,5,1
45-54,3914,5,1
45-54,3915,5,1
45-54,3916,5,1
45-54,3917,5,1
45-54,3918,5,1
45-54,3919,4,1
45-54,3920,4,2
45-54,3921,3,1
45-54,3922,2,2
45-54,3923,4,1
45-54,3924,3,2
45-54,3925,5,1
45-54,3926,5,1
45-54,3927,5,1
45-54,3928,5,1
45-54,3929,5,1
45-54,3930,5,1
45-54,3931,4,1
45-54,3932,5,1
45-54,3933,4,3
45-54,3934,5,2
45-54,3935,4,2
45-54,3936,5,1
45-54,3937,4,1
45-54,3938,1,1
45-54,3939,4,1
45-54,3940,4,4
45-54,3942,2,1
45-54,3943,5,1
45-54,3944,3,1
45-54,3945,3,1
45-54,3946,4,1
45-54,3947,5,1
45-54,3948,5,1
45-54,3949,5,1
45-54,3950,5,2
45-54,3951,5,4
45-54,3952,5,1
18-24,1,5,1
18-24,2,5,1
18-24,3,5,1
18-24,4,5,1
18-24,5,5,1
18-24,6,5,1
18-24,7,5,1
18-24,8,5,2
18-24,9,4,1
18-24,10,5,2
18-24,11,5,2
18-24,12,5,1
18-24,13,5,1
18-24,14,4,2
18-24,15,4,1
18-24,16,5,1
18-24,17,5,1
18-24,18,5,3
18-24,19,5,1
18-24,20,4,1
18-24,21,5,1
18-24,22,5,1
18-24,23,5,2
18-24,24,5,1
18-24,25,5,1
18-24,26,4,1
18-24,27,5,2
18-24,28,5,2
18-24,29,5,2
18-24,30,5,3
18-24,31,5,2
18-24,32,5,1
18-24,34,5,1
18-24,35,4,2
18-24,36,5,2
18-24,37,4,4
18-24,38,5,1
18-24,39,5,1
18-24,40,4,4
18-24,41,5,2
18-24,42,5,1
18-24,43,4,1
18-24,44,4,1
18-24,45,5,2
18-24,46,5,2
18-24,47,5,1
18-24,48,5,1
18-24,49,5,5
18-24,50,5,2
18-24,52,5,3
18-24,54,3,2
18-24,55,5,2
18-24,56,4,4
18-24,57,4,2
18-24,58,5,1
18-24,59,3,3
18-24,60,5,2
18-24,61,5,1
18-24,62,5,1
18-24,63,5,1
18-24,64,3,1
18-24,65,4,1
18-24,66,4,1
18-24,68,5,3
18-24,69,5,2
18-24,70,5,1
18-24,71,3,1
18-24,72,5,2
18-24,73,5,2
18-24,74,4,2
18-24,75,3,3
18-24,76,5,1
18-24,77,4,2
18-24,78,4,4
18-24,79,4,1
18-24,80,5,3
18-24,81,5,1
18-24,82,5,2
18-24,84,2,2
18-24,85,5,1
18-24,86,4,1
18-24,87,5,2
18-24,88,5,1
18-24,89,4,1
18-24,92,4,1
18-24,93,3,1
18-24,94,5,2
18-24,95,5,1
18-24,97,5,1
18-24,98,1,1
18-24,99,4,4
18-24,100,4,2
18-24,101,5,3
18-24,102,4,1
18-24,103,2,2
18-24,104,5,1
18-24,105,5,1
18-24,106,5,5
18-24,107,5,1
18-24,110,5,1
18-24,111,5,1
18-24,112,5,2
18-24,113,4,3
18-24,114,5,5
18-24,116,5,4
18-24,117,5,3
18-24,118,4,2
18-24,119,3,3
18-24,120,3,3
18-24,121,5,4
18-24,122,4,1
18-24,123,5,2
18-24,125,5,1
18-24,126,4,1
18-24,128,5,3
18-24,129,4,3
18-24,132,4,1
18-24,135,5,1
18-24,136,4,4
18-24,137,3,3
18-24,140,5,1
18-24,141,5,1
18-24,144,5,2
18-24,145,5,1
18-24,147,5,1
18-24,148,4,1
18-24,149,4,3
18-24,150,5,2
18-24,151,5,1
18-24,152,5,1
18-24,153,4,1
18-24,154,5,1
18-24,155,5,2
18-24,156,4,3
18-24,157,4,1
18-24,158,4,2
18-24,159,4,2
18-24,160,4,1
18-24,161,5,1
18-24,162,5,1
18-24,163,5,1
18-24,164,5,1
18-24,165,5,1
18-24,166,5,1
18-24,167,4,4
18-24,168,5,1
18-24,169,4,1
18-24,170,5,1
18-24,171,5,2
18-24,172,5,1
18-24,173,5,1
18-24,174,4,1
18-24,175,5,1
18-24,176,5,3
18-24,177,5,1
18-24,178,4,2
18-24,179,4,1
18-24,180,5,1
18-24,181,2,1
18-24,182,5,2
18-24,183,4,3
18-24,184,3,2
18-24,185,5,1
18-24,186,4,2
18-24,187,5,1
18-24,188,5,1
18-24,189,4,4
18-24,190,5,1
18-24,191,4,1
18-24,193,5,1
18-24,194,5,1
18-24,195,5,1
18-24,196,5,1
18-24,197,5,4
18-24,198,5,1
18-24,199,5,3
18-24,200,4,4
18-24,201,3,3
18-24,202,4,4
18-24,203,5,1
18-24,204,5,1
18-24,205,5,2
18-24,206,5,1
18-24,207,5,1
18-24,208,5,1
18-24,209,2,1
18-24,210,5,4
18-24,211,4,4
18-24,212,4,2
18-24,213,5,3
18-24,214,5,5
18-24,215,5,3
18-24,216,5,1
18-24,217,5,2
18-24,218,5,1
18-24,219,4,4
18-24,220,3,1
18-24,222,5,1
18-24,223,5,2
18-24,224,5,2
18-24,225,5,1
18-24,227,4,1
18-24,228,1,1
18-24,229,5,2
18-24,230,5,1
18-24,231,5,1
18-24,232,5,2
18-24,233,5,2
18-24,234,5,1
18-24,235,5,1
18-24,236,5,2
18-24,237,5,1
18-24,238,3,1
18-24,239,5,1
18-24,240,3,1
18-24,241,5,3
18-24,242,5,3
18-24,243,2,1
18-24,245,3,2
18-24,246,5,2
18-24,247,5,2
18-24,248,5,2
18-24,249,5,3
18-24,250,4,2
18-24,251,3,3
18-24,252,5,1
18-24,253,5,1
18-24,254,4,2
18-24,255,4,1
18-24,256,5,1
18-24,257,4,1
18-24,258,4,1
18-24,259,4,2
18-24,260,5,1
18-24,261,5,1
18-24,262,5,3
18-24,263,4,4
18-24,265,5,2
18-24,266,5,1
18-24,267,4,1
18-24,268,3,3
18-24,269,4,1
18-24,270,5,1
18-24,271,5,2
18-24,272,5,2
18-24,273,5,1
18-24,274,2,1
18-24,275,5,1
18-24,276,4,1
18-24,277,5,1
18-24,278,3,2
18-24,279,5,1
18-24,280,5,2
18-24,281,5,2
18-24,282,5,2
18-24,283,4,3
18-24,286,3,3
18-24,287,2,2
18-24,288,5,1
18-24,289,5,1
18-24,290,5,1
18-24,291,3,1
18-24,292,5,1
18-24,293,5,1
18-24,294,4,1
18-24,295,4,2
18-24,296,5,1
18-24,297,5,2
18-24,298,5,4
18-24,299,5,1
18-24,300,5,2
18-24,301,4,3
18-24,302,5,3
18-24,303,5,1
18-24,304,4,2
18-24,305,4,2
18-24,306,5,2
18-24,307,5,2
18-24,308,5,3
18-24,309,5,1
18-24,312,5,1
18-24,313,3,1
18-24,314,5,1
18-24,315,5,1
18-24,316,5,1
18-24,317,5,1
18-24,318,5,1
18-24,319,5,2
18-24,320,3,3
18-24,321,5,3
18-24,322,5,2
18-24,324,5,5
18-24,325,4,1
18-24,326,5,4
18-24,327,5,1
18-24,328,5,1
18-24,329,5,1
18-24,330,4,1
18-24,331,3,2
18-24,332,4,1
18-24,333,5,1
18-24,334,5,2
18-24,335,4,3
18-24,337,5,1
18-24,338,5,1
18-24,339,5,2
18-24,340,4,2
18-24,341,5,3
18-24,342,5,1
18-24,343,4,1
18-24,344,5,1
18-24,345,5,1
18-24,346,5,1
18-24,347,2,1
18-24,348,5,2
18-24,349,5,1
18-24,350,5,2
18-24,351,5,1
18-24,352,5,1
18-24,353,5,1
18-24,354,4,2
18-24,355,4,1
18-24,356,5,1
18-24,357,5,1
18-24,358,5,1
18-24,359,3,3
18-24,360,5,1
18-24,361,5,2
18-24,362,5,3
18-24,363,5,3
18-24,364,5,1
18-24,365,4,2
18-24,366,5,1
18-24,367,5,1
18-24,368,5,1
18-24,369,5,3
18-24,370,5,1
18-24,371,5,1
18-24,372,5,1
18-24,373,5,2
18-24,374,4,1
18-24,375,5,3
18-24,376,5,2
18-24,377,5,1
18-24,378,4,1
18-24,379,5,1
18-24,380,5,1
18-24,381,5,1
18-24,382,5,1
18-24,383,5,1
18-24,384,3,2
18-24,385,3,3
18-24,386,3,2
18-24,387,4,2
18-24,388,5,1
18-24,389,4,3
18-24,390,4,4
18-24,391,4,2
18-24,392,3,2
18-24,393,3,1
18-24,394,3,3
18-24,396,4,4
18-24,397,3,3
18-24,401,4,4
18-24,405,4,1
18-24,406,4,4
18-24,407,5,1
18-24,408,5,1
18-24,409,5,3
18-24,410,5,1
18-24,411,2,1
18-24,412,5,1
18-24,413,5,1
18-24,414,4,2
18-24,415,5,1
18-24,416,3,1
18-24,417,5,2
18-24,418,4,2
18-24,419,4,1
18-24,420,5,1
18-24,421,5,2
18-24,422,4,2
18-24,423,5,1
18-24,424,4,1
18-24,425,5,3
18-24,426,5,1
18-24,427,4,1
18-24,428,5,1
18-24,429,5,1
18-24,430,4,2
18-24,431,5,1
18-24,432,4,1
18-24,433,5,3
18-24,434,5,1
18-24,435,5,1
18-24,436,5,2
18-24,437,3,1
18-24,438,4,1
18-24,440,5,2
18-24,441,5,1
18-24,442,5,1
18-24,443,5,3
18-24,444,4,1
18-24,445,4,1
18-24,446,5,2
18-24,447,3,2
18-24,448,5,3
18-24,449,5,1
18-24,450,5,2
18-24,451,5,2
18-24,452,4,3
18-24,453,5,2
18-24,454,5,1
18-24,455,4,1
18-24,456,5,3
18-24,457,5,1
18-24,458,4,2
18-24,459,4,1
18-24,460,3,1
18-24,461,5,2
18-24,462,4,2
18-24,463,3,1
18-24,464,5,1
18-24,465,5,2
18-24,466,5,1
18-24,467,5,2
18-24,468,5,2
18-24,469,5,1
18-24,470,1,1
18-24,471,5,2
18-24,472,3,2
18-24,473,4,1
18-24,474,5,2
18-24,475,5,2
18-24,476,4,1
18-24,477,5,1
18-24,478,3,3
18-24,479,4,2
18-24,480,5,1
18-24,481,5,2
18-24,482,5,1
18-24,483,5,3
18-24,484,3,1
18-24,485,4,1
18-24,486,5,2
18-24,487,5,2
18-24,488,5,1
18-24,489,4,2
18-24,490,5,1
18-24,491,5,1
18-24,492,5,1
18-24,493,5,1
18-24,494,5,1
18-24,495,2,1
18-24,496,4,1
18-24,497,5,1
18-24,498,4,2
18-24,499,3,3
18-24,500,5,1
18-24,501,5,2
18-24,502,4,1
18-24,503,5,5
18-24,504,5,1
18-24,505,3,1
18-24,506,5,2
18-24,507,5,1
18-24,508,5,1
18-24,509,5,1
18-24,510,4,3
18-24,511,5,1
18-24,512,5,1
18-24,513,4,2
18-24,514,5,2
18-24,515,5,1
18-24,516,5,1
18-24,517,5,2
18-24,518,4,1
18-24,519,4,1
18-24,520,5,1
18-24,521,5,1
18-24,522,5,2
18-24,523,5,2
18-24,524,5,2
18-24,525,4,3
18-24,526,4,2
18-24,527,5,1
18-24,528,5,1
18-24,529,5,1
18-24,531,5,1
18-24,532,5,1
18-24,533,4,1
18-24,534,5,3
18-24,535,5,1
18-24,536,4,2
18-24,537,5,1
18-24,538,5,2
18-24,539,5,1
18-24,540,3,1
18-24,541,5,1
18-24,542,4,1
18-24,543,5,1
18-24,544,4,1
18-24,546,4,1
18-24,547,5,1
18-24,548,4,1
18-24,549,5,2
18-24,550,4,2
18-24,551,5,1
18-24,552,5,1
18-24,553,5,2
18-24,554,4,1
18-24,555,5,2
18-24,556,5,2
18-24,558,4,1
18-24,562,5,1
18-24,563,4,3
18-24,564,4,1
18-24,565,3,2
18-24,566,4,2
18-24,567,4,4
18-24,568,5,5
18-24,569,4,3
18-24,570,5,3
18-24,571,5,3
18-24,572,1,1
18-24,573,2,2
18-24,574,5,2
18-24,575,5,1
18-24,577,4,1
18-24,578,5,5
18-24,580,5,3
18-24,581,5,3
18-24,582,3,3
18-24,583,4,4
18-24,585,5,1
18-24,586,5,1
18-24,587,5,1
18-24,588,5,1
18-24,589,5,1
18-24,590,5,1
18-24,591,3,3
18-24,592,5,1
18-24,593,5,1
18-24,594,5,1
18-24,595,5,1
18-24,596,5,1
18-24,597,5,1
18-24,598,3,3
18-24,599,5,2
18-24,600,4,1
18-24,602,5,3
18-24,603,4,2
18-24,605,5,1
18-24,606,4,1
18-24,608,5,1
18-24,609,4,1
18-24,610,5,2
18-24,611,5,1
18-24,612,3,2
18-24,613,5,2
18-24,615,5,3
18-24,616,5,1
18-24,618,3,3
18-24,619,4,1
18-24,621,4,4
18-24,626,4,1
18-24,627,5,2
18-24,628,5,2
18-24,631,4,1
18-24,632,4,4
18-24,633,2,2
18-24,634,1,1
18-24,635,5,3
18-24,637,4,1
18-24,638,2,2
18-24,639,4,2
18-24,640,4,1
18-24,643,3,3
18-24,645,3,3
18-24,647,5,2
18-24,648,5,1
18-24,649,3,3
18-24,650,4,2
18-24,653,5,1
18-24,656,4,1
18-24,658,3,3
18-24,659,5,2
18-24,661,5,1
18-24,662,5,1
18-24,663,5,1
18-24,664,3,3
18-24,665,5,4
18-24,667,3,1
18-24,668,5,5
18-24,669,5,5
18-24,670,5,5
18-24,671,5,1
18-24,673,5,1
18-24,674,5,1
18-24,678,5,2
18-24,680,5,1
18-24,685,5,2
18-24,688,4,1
18-24,691,5,1
18-24,692,5,1
18-24,694,4,1
18-24,695,3,1
18-24,697,3,1
18-24,698,1,1
18-24,700,5,1
18-24,702,4,3
18-24,703,2,1
18-24,704,4,1
18-24,705,4,1
18-24,707,5,1
18-24,708,5,1
18-24,709,5,1
18-24,710,3,1
18-24,711,3,2
18-24,714,5,2
18-24,715,4,3
18-24,716,5,2
18-24,718,1,1
18-24,719,5,1
18-24,720,5,2
18-24,722,3,3
18-24,724,5,1
18-24,725,5,1
18-24,728,5,1
18-24,731,3,3
18-24,732,1,1
18-24,733,5,1
18-24,734,3,3
18-24,735,5,2
18-24,736,5,1
18-24,737,5,1
18-24,741,5,3
18-24,742,5,1
18-24,743,5,1
18-24,745,5,3
18-24,746,5,4
18-24,747,5,1
18-24,748,5,1
18-24,749,1,1
18-24,750,5,1
18-24,753,4,2
18-24,754,1,1
18-24,756,3,3
18-24,759,5,3
18-24,760,3,3
18-24,761,4,1
18-24,762,5,1
18-24,764,4,1
18-24,765,4,1
18-24,766,5,1
18-24,767,4,3
18-24,769,4,4
18-24,778,5,1
18-24,779,3,1
18-24,780,5,1
18-24,781,5,1
18-24,782,4,1
18-24,783,5,1
18-24,784,5,1
18-24,785,5,1
18-24,786,5,1
18-24,788,5,1
18-24,791,3,3
18-24,793,2,1
18-24,798,4,1
18-24,799,5,1
18-24,800,5,1
18-24,801,5,1
18-24,802,5,1
18-24,803,4,2
18-24,804,5,1
18-24,805,5,1
18-24,806,5,3
18-24,808,4,3
18-24,809,4,1
18-24,810,3,1
18-24,811,5,5
18-24,813,4,1
18-24,818,5,1
18-24,823,1,1
18-24,824,5,5
18-24,828,2,1
18-24,829,5,1
18-24,830,5,1
18-24,831,5,5
18-24,832,5,1
18-24,833,4,1
18-24,834,3,3
18-24,835,5,2
18-24,836,4,1
18-24,837,5,3
18-24,838,5,1
18-24,839,3,1
18-24,840,4,1
18-24,841,3,2
18-24,842,4,1
18-24,846,4,2
18-24,848,5,1
18-24,849,5,1
18-24,850,5,3
18-24,851,5,2
18-24,852,5,1
18-24,854,5,1
18-24,858,5,1
18-24,860,5,5
18-24,861,5,1
18-24,862,5,3
18-24,863,3,3
18-24,866,5,2
18-24,867,3,2
18-24,869,2,2
18-24,870,2,1
18-24,875,5,3
18-24,877,5,3
18-24,879,5,1
18-24,880,5,1
18-24,881,4,1
18-24,882,4,1
18-24,885,5,2
18-24,886,5,1
18-24,888,4,1
18-24,891,5,1
18-24,892,5,3
18-24,893,5,1
18-24,896,5,2
18-24,897,5,1
18-24,898,5,2
18-24,899,5,2
18-24,900,5,2
18-24,901,5,1
18-24,902,5,1
18-24,903,5,2
18-24,904,5,2
18-24,905,5,3
18-24,906,5,3
18-24,907,5,1
18-24,908,5,1
18-24,909,5,3
18-24,910,5,3
18-24,911,5,3
18-24,912,5,2
18-24,913,5,1
18-24,914,5,1
18-24,915,5,2
18-24,916,5,2
18-24,917,5,2
18-24,918,5,2
18-24,919,5,1
18-24,920,5,1
18-24,921,5,2
18-24,922,5,3
18-24,923,5,1
18-24,924,5,1
18-24,926,5,1
18-24,927,5,2
18-24,928,5,2
18-24,929,5,2
18-24,930,5,3
18-24,931,5,3
18-24,932,5,3
18-24,933,5,3
18-24,934,5,2
18-24,935,5,3
18-24,936,5,3
18-24,937,4,3
18-24,938,5,1
18-24,939,5,5
18-24,940,5,2
18-24,941,5,3
18-24,942,5,3
18-24,943,5,3
18-24,944,5,3
18-24,945,5,2
18-24,946,5,3
18-24,947,5,3
18-24,948,5,2
18-24,949,5,3
18-24,950,5,2
18-24,951,5,3
18-24,952,5,2
18-24,953,5,2
18-24,954,5,2
18-24,955,5,2
18-24,956,4,3
18-24,957,5,3
18-24,958,2,2
18-24,959,5,3
18-24,960,3,3
18-24,961,5,1
18-24,962,4,4
18-24,963,5,4
18-24,964,3,3
18-24,965,5,2
18-24,967,4,2
18-24,968,5,1
18-24,969,5,1
18-24,970,5,1
18-24,971,5,2
18-24,973,5,4
18-24,974,4,4
18-24,976,5,2
18-24,978,5,3
18-24,982,5,2
18-24,984,3,3
18-24,985,4,4
18-24,986,5,1
18-24,987,3,3
18-24,988,5,2
18-24,990,3,1
18-24,991,4,1
18-24,992,3,3
18-24,993,3,3
18-24,994,5,3
18-24,996,5,1
18-24,997,4,4
18-24,998,5,1
18-24,999,5,1
18-24,1003,3,2
18-24,1004,4,1
18-24,1005,4,1
18-24,1006,5,2
18-24,1007,4,1
18-24,1008,5,1
18-24,1009,4,1
18-24,1010,4,2
18-24,1011,5,1
18-24,1012,5,1
18-24,1013,5,1
18-24,1014,5,2
18-24,1015,5,1
18-24,1016,4,1
18-24,1017,5,1
18-24,1018,5,2
18-24,1019,5,2
18-24,1020,5,1
18-24,1021,5,1
18-24,1022,5,1
18-24,1023,5,1
18-24,1024,5,2
18-24,1025,5,1
18-24,1027,5,1
18-24,1028,5,1
18-24,1029,5,1
18-24,1030,5,1
18-24,1031,5,1
18-24,1032,5,1
18-24,1033,5,1
18-24,1034,5,1
18-24,1035,5,1
18-24,1036,5,1
18-24,1037,5,1
18-24,1039,4,4
18-24,1041,5,1
18-24,1042,5,1
18-24,1043,5,1
18-24,1044,5,3
18-24,1046,5,2
18-24,1047,5,1
18-24,1049,5,1
18-24,1050,5,2
18-24,1051,5,2
18-24,1053,4,2
18-24,1054,5,1
18-24,1055,4,1
18-24,1056,4,3
18-24,1057,5,1
18-24,1058,4,4
18-24,1059,5,1
18-24,1060,5,1
18-24,1061,5,2
18-24,1063,5,3
18-24,1064,5,1
18-24,1066,5,2
18-24,1067,4,3
18-24,1068,4,3
18-24,1069,5,3
18-24,1073,5,1
18-24,1076,5,2
18-24,1077,5,1
18-24,1078,5,1
18-24,1079,5,1
18-24,1080,5,2
18-24,1081,5,1
18-24,1082,5,2
18-24,1083,5,1
18-24,1084,5,2
18-24,1085,4,2
18-24,1086,5,3
18-24,1087,4,4
18-24,1088,5,1
18-24,1089,5,1
18-24,1090,5,2
18-24,1091,5,1
18-24,1092,5,1
18-24,1093,5,1
18-24,1094,5,1
18-24,1095,5,1
18-24,1096,5,1
18-24,1097,5,1
18-24,1099,5,2
18-24,1100,5,1
18-24,1101,5,2
18-24,1103,5,1
18-24,1104,5,2
18-24,1105,1,1
18-24,1111,5,2
18-24,1112,4,4
18-24,1113,5,2
18-24,1114,4,2
18-24,1116,4,4
18-24,1119,4,1
18-24,1120,5,2
18-24,1121,4,4
18-24,1123,5,3
18-24,1124,5,2
18-24,1125,5,1
18-24,1126,4,1
18-24,1127,5,1
18-24,1128,4,1
18-24,1129,5,1
18-24,1130,5,2
18-24,1131,5,2
18-24,1132,5,3
18-24,1135,5,1
18-24,1136,5,1
18-24,1142,1,1
18-24,1144,3,3
18-24,1147,5,3
18-24,1148,5,1
18-24,1150,5,3
18-24,1151,4,3
18-24,1152,3,2
18-24,1153,3,2
18-24,1154,5,5
18-24,1161,5,1
18-24,1162,5,2
18-24,1163,4,1
18-24,1165,1,1
18-24,1167,5,1
18-24,1168,3,3
18-24,1169,5,3
18-24,1170,2,1
18-24,1171,5,1
18-24,1172,5,3
18-24,1173,5,1
18-24,1174,5,4
18-24,1175,5,2
18-24,1176,5,3
18-24,1177,5,2
18-24,1178,5,3
18-24,1179,5,1
18-24,1180,5,2
18-24,1181,3,3
18-24,1183,5,1
18-24,1184,4,3
18-24,1185,5,3
18-24,1186,5,1
18-24,1187,5,3
18-24,1188,5,1
18-24,1189,5,3
18-24,1190,5,2
18-24,1191,5,2
18-24,1192,5,3
18-24,1193,5,1
18-24,1194,5,1
18-24,1196,5,1
18-24,1197,5,1
18-24,1198,5,2
18-24,1199,5,1
18-24,1200,5,1
18-24,1201,5,2
18-24,1202,5,2
18-24,1203,5,1
18-24,1204,5,2
18-24,1205,5,1
18-24,1206,5,1
18-24,1207,5,2
18-24,1208,5,1
18-24,1209,5,1
18-24,1210,5,1
18-24,1211,5,2
18-24,1212,5,2
18-24,1213,5,1
18-24,1214,5,1
18-24,1215,5,1
18-24,1216,5,3
18-24,1217,5,3
18-24,1218,5,2
18-24,1219,5,1
18-24,1220,5,1
18-24,1221,5,1
18-24,1222,5,2
18-24,1223,5,3
18-24,1224,5,3
18-24,1225,5,1
18-24,1226,5,2
18-24,1227,5,2
18-24,1228,5,1
18-24,1230,5,1
18-24,1231,5,2
18-24,1232,5,2
18-24,1233,5,2
18-24,1234,5,2
18-24,1235,5,1
18-24,1236,5,3
18-24,1237,5,2
18-24,1238,5,1
18-24,1240,5,1
18-24,1241,5,3
18-24,1242,5,2
18-24,1243,5,2
18-24,1244,5,1
18-24,1245,5,2
18-24,1246,5,1
18-24,1247,5,2
18-24,1248,5,2
18-24,1249,5,1
18-24,1250,5,2
18-24,1251,5,2
18-24,1252,5,1
18-24,1253,5,2
18-24,1254,5,3
18-24,1255,5,2
18-24,1256,5,2
18-24,1257,5,2
18-24,1258,5,1
18-24,1259,5,2
18-24,1260,5,3
18-24,1261,5,1
18-24,1262,5,3
18-24,1263,5,1
18-24,1264,5,2
18-24,1265,5,1
18-24,1266,5,1
18-24,1267,5,2
18-24,1268,5,1
18-24,1269,5,2
18-24,1270,5,1
18-24,1271,5,2
18-24,1272,5,1
18-24,1273,5,3
18-24,1274,5,1
18-24,1275,5,2
18-24,1276,5,2
18-24,1277,5,2
18-24,1278,5,1
18-24,1279,5,2
18-24,1280,5,3
18-24,1281,5,2
18-24,1282,5,1
18-24,1283,5,2
18-24,1284,5,1
18-24,1285,5,1
18-24,1286,5,1
18-24,1287,5,1
18-24,1288,5,1
18-24,1289,5,1
18-24,1290,5,1
18-24,1291,5,2
18-24,1292,5,1
18-24,1293,5,2
18-24,1294,5,1
18-24,1295,5,1
18-24,1296,5,1
18-24,1297,5,2
18-24,1298,5,1
18-24,1299,5,2
18-24,1300,5,2
18-24,1301,5,1
18-24,1302,5,2
18-24,1303,5,3
18-24,1304,5,1
18-24,1305,5,3
18-24,1306,5,1
18-24,1307,5,1
18-24,1310,3,3
18-24,1312,5,2
18-24,1313,4,1
18-24,1317,3,3
18-24,1320,5,1
18-24,1321,5,1
18-24,1323,2,1
18-24,1324,2,2
18-24,1326,4,1
18-24,1327,5,1
18-24,1328,4,4
18-24,1329,3,1
18-24,1330,4,1
18-24,1331,4,2
18-24,1332,5,1
18-24,1333,5,1
18-24,1334,5,1
18-24,1335,3,1
18-24,1336,4,2
18-24,1337,4,2
18-24,1339,5,1
18-24,1340,5,2
18-24,1341,4,1
18-24,1342,5,1
18-24,1343,5,1
18-24,1344,5,2
18-24,1345,5,1
18-24,1346,4,2
18-24,1347,5,1
18-24,1348,5,2
18-24,1349,5,5
18-24,1350,5,1
18-24,1351,5,2
18-24,1352,5,1
18-24,1353,5,1
18-24,1354,5,1
18-24,1355,4,1
18-24,1356,5,1
18-24,1357,5,2
18-24,1358,5,1
18-24,1359,5,1
18-24,1361,5,1
18-24,1362,5,2
18-24,1363,4,2
18-24,1365,4,3
18-24,1366,5,2
18-24,1367,5,1
18-24,1370,5,1
18-24,1371,5,1
18-24,1372,5,1
18-24,1373,5,1
18-24,1374,5,1
18-24,1375,5,1
18-24,1376,5,1
18-24,1377,4,1
18-24,1378,5,1
18-24,1379,4,1
18-24,1380,5,1
18-24,1381,4,1
18-24,1382,5,1
